animeID,name,scored
7928,Xiongmao Monogatari TaoTao,6.12
7929,Tenkuu Senki Shurato Recaps,6.45
7930,Gundam Build Fighters Try,7.44
7931,Yamada-kun to 7-nin no Majo (OVA),7.57
7932,Koufuku Graffiti,6.83
7933,G-On Riders Special,5.67
7934,Baku Ane: Otouto Shibocchau zo! The Animation,7.5
7935,Ai Shoujo Pollyanna Story Specials,6.12
7936,Alps Monogatari: Watashi no Annette Specials,5.69
7937,Date A Live Movie: Mayuri Judgment,7.53
7938,Dororonpa!,6.25
7939,Son Gokuu Silk Road wo Tobu!!,5.27
7940,Future Card Buddyfight Recap,6.25
7941,Gegege no Kitarou: Kitarou Tanjou-hen,5.51
7942,Flanders no Inu Specials,5.89
7943,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,6.22
7944,Manzai Taikouki,5
7945,Mushishi Zoku Shou: Odoro no Michi,8.52
7946,Gokukoku no Brynhildr Special,6.65
7947,Ai Tenchi Muyou!,6.27
7948,Mushishi Zoku Shou 2nd Season,8.83
7949,High School DxD BorN,7.68
7950,"Ore, Twintail ni Narimasu.",6.69
7951,Miss Monochrome: The Animation - Soccer-hen,6.29
7952,Shinrabanshou: Tenchi Shinmei no Shou,5.44
7953,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,7.31
7954,Yakin Byoutou Specials,5.69
7955,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.64
7956,Gakkougurashi!,7.69
7957,Norasco,4.89
7958,Koishite!! Namashi-chan,6
7959,Imawa no Kuni no Alice (OVA),7.64
7960,Awate Tokoya,5.01
7961,Shoko Nakagawa Prism Tour Special,5.83
7962,Boku wa Ou-sama,5.42
7963,Bloody Bunny,6.04
7964,Boku wa Ou-sama (TV) Special,6.21
7965,Kubire 3 Sisters,3.5
7966,Tobidasu Ehon 3D,5.17
7967,Kawaii Cook-san,4.83
7968,Arigatou Kumanofu,4.38
7969,Prison Bear,3.21
7970,Fantasista Stella,6.09
7971,Spo-chan Taiketsu: Youkai Daikessen,5.63
7972,Isshuukan Friends. Specials,6.82
7973,Days,6.8
7974,Ansatsu Kyoushitsu,8.22
7975,Mobile Suit Gundam-san,6.23
7976,X Maiden: Izakaya Tamaki,4.5
7977,Clarinet Kowashichatta,4.83
7978,Nyanfuru,5.64
7979,Ichigeki Sacchuu!! Hoihoi-san: Legacy,4.83
7980,Injutsu no Yakata The Animation,6.51
7981,Madonna: Kanjuku Body Collection,6.65
7982,Girlfriend (Kari),6
7983,Akagaki Genzou: Tokuri no Wakare,4.42
7984,Anime Koten Bungaku Kan,5.21
7985,Akaoni to Aooni no Tango,5.13
7986,Amigo Tomodachi,6.08
7987,Aoi Umi to Shounen,4.14
7988,Juuou Mujin no Fafnir,6.43
7989,Barnacle Lou,5.43
7990,Hare Tokidoki Buta,4.94
7991,Bunbuku Chagama,5.87
7992,Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,5.89
7993,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.88
7994,Cook no Polka,4.63
7995,Neko Funjatta,5.01
7996,Go-hiki no Kobuta to Charleston,4.74
7997,Kaitou Joker,6.95
7998,Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,6.98
7999,Bokura wa Minna Kawai-sou: Hajimete no,7.74
8000,Aoki Hagane no Arpeggio: Ars Nova DC,7.54
8001,Aoki Hagane no Arpeggio: Ars Nova Cadenza,8.03
8002,Chibikko Kamu no Bouken,6.4
8003,Chuuchuu Banban,6
8004,Recorder to Randoseru Mi☆ Special,6.47
8005,Ane Kyun!: Joshi ga Ie ni Kita!,6.7
8006,Sumiko (TV),4.43
8007,Bokura wa Minna Kawai-sou Specials,7.22
8008,Ghibli ga Ippai Special Short Short,5.84
8009,Kana Kana Kazoku,4.93
8010,Yowamushi Chinsengumi,5.06
8011,Elite Jack!!,7.44
8012,Furueru Kuchibiru Episode 0,6.74
8013,Agukaru: Play with Ibaraki-hen,4.88
8014,No Game No Life Specials,6.8
8015,Moon Festa,5.76
8016,Love Live! The School Idol Movie,8.11
8017,Akai Jitensha,5.21
8018,Fate/kaleid liner Prisma☆Illya 2wei! Specials,6.97
8019,Akatsuki no Yona,8.19
8020,Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,7.81
8021,"Little Polar Bear: Shirokuma-kun, Doko e?",5.76
8022,"Little Polar Bear: Shirokuma-kun, Fune ni Noru",5.92
8023,Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,5.82
8024,Sensou ga Owatta Natsu ni 1945 Karafuto,7.75
8025,Barakamon: Mijikamon,6.91
8026,Sushi Ninja,5.64
8027,Miracle Giants Doumu-kun Special,5.61
8028,Mister Ajikko Special,6.72
8029,Furifure The Animation,6.34
8030,Kaba Enchou no Doubutsuen Nikki,6.33
8031,"Nikoniko, Pun",5.67
8032,Kizu darake no Tenshi-tachi,5.62
8033,Anime Roukyoku Kikou Shimizu no Jirochouden,4.77
8034,Shin Dousei Jidai: Hawaiian Breeze,6.38
8035,Tom Sawyer no Bouken Specials,6.2
8036,Minami no Niji no Lucy Specials,6.87
8037,Makiba no Shoujo Katri Specials,6.6
8038,Shoukoushi Cedie Specials,6.61
8039,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,6.12
8040,Trapp Ikka Monogatari Specials,6.63
8041,Daisougen no Chiisana Tenshi Bush Baby Specials,5.65
8042,Nanatsu no Umi no Tico Specials,6.55
8043,Meiken Lassie Specials,6.27
8044,Ie Naki Ko Remy Specials (2001),6.97
8045,Araiguma Rascal Specials,5.61
8046,Hyakubanme no Saru,6.56
8047,Shiawase no Ouji,6.75
8048,Hana Ichi Monme (OVA),6
8049,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",7.03
8050,Sumiko,4.61
8051,Sumiko no Egao,5.41
8052,Inuyama Kamiko no Kireigoto ja Owaranai!,4.69
8053,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,6.08
8054,Ryuugajou Nanana no Maizoukin (TV) Specials,6.67
8055,Oh! My Konbu,5.77
8056,"Kono Danshi, Sekika ni Nayandemasu.",7.19
8057,Lu Ling,6.25
8058,Trinity Seven,7.42
8059,Inou-Battle wa Nichijou-kei no Naka de,7.3
8060,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,8.05
8061,Tamayura: More Aggressive Picture Drama,6.32
8062,Xiao Kedou Zhao Mama,5.86
8063,Gangsta.,7.46
8064,Donguri Mori e,5.4
8065,Akame ga Kill! Theater,6.7
8066,Nekketsu Jinmen Inu: Life Is Movie,5.5
8067,Persona 4 the Animation: Mr. Experiment Shorts,6.38
8068,Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,6.77
8069,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,5.32
8070,Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,5.19
8071,Shinano Mainichi Shinbun,5.56
8072,Kuusen Madoushi Kouhosei no Kyoukan,6.58
8073,Seireitsukai no Blade Dance Specials,6.8
8074,Yomiuri Shimbun,4.96
8075,Futago no Mahoutsukai Lico to Gli,5.35
8076,Dosukoi! Wanpaku Dohyou,5.71
8077,Maya no Isshou,6.63
8078,Haikyuu!!: Lev Genzan!,7.88
8079,Isewan Taifuu Monogatari,7.65
8080,Gintama&#039;: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.17
8081,Sensuikan ni Koi wo Shita Kujira no Hanashi,5.86
8082,Diamond no Ace OVA,7.66
8083,Rance 01: Hikari wo Motomete The Animation,7.71
8084,Gensei Shugoshin P-hyoro Ikka OVA,4.93
8085,Pokemon XY: Koukoku no Princess Diancie,6.37
8086,Moon Pride,6.87
8087,TOTO Green Challenge,5.06
8088,Doraemon Movie 35: Nobita no Space Heroes,6.96
8089,Dragon Ball Z Movie 15: Fukkatsu no F,7.4
8090,Master of Torque 2,5.38
8091,Absolute Duo,6.76
8092,Isuca,6.16
8093,Chain Chronicle: Short Animation,6.08
8094,Brothers Conflict OVA,6.95
8095,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,5.65
8096,Shin Strange+ Special,6.01
8097,Avengers Confidential: Black Widow to Punisher,6.48
8098,Tatamp,5.24
8099,Ishinomori Shoutarou no Rekishi Adventure,5.8
8100,Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,5.27
8101,fake!fake!,6.25
8102,Fuusen Inu Tinny,5.73
8103,Magic Kaito 1412,7.96
8104,Yuuki Yuuna wa Yuusha de Aru,7.47
8105,Many Mary,4.55
8106,Fate/stay night Movie: Heaven&#039;s Feel - I. Presage Flower,8.42
8107,Moom,5.83
8108,M3: Sono Kuroki Hagane Recap,6.13
8109,Tanu no Magical Holiday,5.16
8110,Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu,4.63
8111,Psychedelic Afternoon,5.21
8112,DRAMAtical Murder OVA: Data_xx_Transitory,6.25
8113,Yeongsimi,5.55
8114,Tokyo Juushouden: Fuuma Gogyou Denshou,5.47
8115,Vampiyan Kids Specials,6.33
8116,Vampiyan Kids Promotion,4
8117,Pink Lady Monogatari: Eikou no Tenshitachi Recaps,6.14
8118,Mochi Mochi no Ki (OVA),5.63
8119,Sekai no Fushigi Tanken Series,5.86
8120,Genki Genki Non-tan,5.55
8121,Genki Genki Non-tan (2004),5.88
8122,Genki Genki Non-tan: Utaou! Christmas,5.56
8123,Genki Genki Non-tan (2006),5.88
8124,Genki Genki Non-tan: Deka Deka Arigatou,7.17
8125,Genki Genki Non-tan: Spoon Tan Tan Tan,6.11
8126,Rouge: Lady&#039;s Comic Video,5.9
8127,"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",4.97
8128,Futari no Tarou,7.8
8129,Space☆Dandy Picture Drama,6.12
8130,Toilet no Kamisama,5.79
8131,Monotonous Purgatory,6.19
8132,Sabage-bu! Specials,7.35
8133,Junjou Romantica 3,8.1
8134,Mikan Enikki Specials,6.52
8135,Boy Meets Harem The Animation,7.27
8136,Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,6.27
8137,Kamisama Hajimemashita◎,8.27
8138,Digimon Adventure tri. 1: Saikai,7.62
8139,Hyakka Ryouran: Samurai After,6.78
8140,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,6.69
8141,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.93
8142,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.68
8143,Cross Ange: Tenshi to Ryuu no Rondo,7.48
8144,Yatterman Specials,6.2
8145,Yowamushi Pedal: Re:RIDE,7.47
8146,Shingeki no Kyojin Season 2,8.47
8147,Shingeki no Kyojin: Kuinaki Sentaku,8.42
8148,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.72
8149,Pokemon the Movie XY: Ring no Choumajin Hoopa,6.79
8150,Ore-tachi Ijiwaru Kei,5.48
8151,Yokohama Bakkure-tai,6.45
8152,Zephyr,6.23
8153,Shirobako,8.44
8154,Bonjour♪Koiaji Pâtisserie,6.34
8155,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,6.69
8156,Re-Kan!,6.8
8157,Inugami-san to Nekoyama-san Special,6.57
8158,Rolling☆Girls,6.64
8159,Hello Kitty to Issho,6.2
8160,Toukiden Kiwami,5.67
8161,"Wake Up, Girl Zoo!",6.12
8162,Demonion: Gaiden,6.55
8163,Working!!!,8.14
8164,Taisei Kensetsu: Vietnam Noi Bai Kuukou,6.27
8165,Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,6.03
8166,Stitch to Suna no Wakusei,5.68
8167,Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,6.85
8168,Glass no Hana to Kowasu Sekai,6.86
8169,Sakura Capusule,6.19
8170,Koori no Kuni no Misuke,5.86
8171,Oppai Gakuen Marching Band-bu!,7.04
8172,Mahou Shoujo Lyrical Nanoha ViVid,6.82
8173,Peeping Life: The Perfect Explosion Specials,4.5
8174,Hacka Doll,5.71
8175,Backkom Meogeujan Yeohaeng,5.85
8176,Backkom 2,6.03
8177,Backkom Sports,6.03
8178,Clock,3.81
8179,Angel (Special),5.59
8180,I Love Picnic,5.46
8181,I Love Sky,5.54
8182,Contact 2,5.81
8183,Sheep in the Island,4.76
8184,Ultra Dino Makera,5.09
8185,Private Eye Dol,6.12
8186,Contact,5.26
8187,Tensai Bakavon: Yomigaeru Flanders no Inu,5.54
8188,Bishoujo Mobage: Mobami-chan,5.41
8189,Minna Atsumare! Falcom Gakuen SC,6.04
8190,SheepWolf,4.29
8191,His Lipstick,4.4
8192,Super Backkom,5.87
8193,Backkom Mission Impossible,6.17
8194,Backkom: Jung-gug Gijeogwi,5.62
8195,Backkom Specials,6.26
8196,Rokujouma no Shinryakusha!?,6.75
8197,Haiyore! Nyaruko-san F,7.64
8198,Super Erotic Anime,4
8199,Obake Entotsu no Uta,6.25
8200,Sweet Spot,6.8
8201,Kurumiwari Ningyou (2014),4.6
8202,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,6.62
8203,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,8.56
8204,Fate/kaleid liner Prisma☆Illya 2wei! OVA,7.19
8205,Samurai Hormone The Animation,6.23
8206,Kaibutsu Oujo (OVA) Specials,6.78
8207,Donyatsu Specials,5.8
8208,Yasuji no Pornorama: Yacchimae!!,4.46
8209,Military!,5.89
8210,Mama Ohanashi Kikasete,6.27
8211,Gutchonpa Omoshiro Hanashi,5
8212,Koe wo Kikasete,8.25
8213,"Tanbai Haru, Tookaraji",5.25
8214,Kono Sora no Shita de,5
8215,Yume no Tsuzuki,8.25
8216,Hidamari no Ie,5.5
8217,Boku to Gaku: Ano Natsu no Monogatari,6.57
8218,Namae... Sore wa Moeru Inochi,8.75
8219,"Gomen ne, Mii-chan",6.75
8220,Miitsuketa!,7.75
8221,Kokoro no Koukyougaku,5.2
8222,Hibike! Wadaiko,6.67
8223,Yooidon!,5.33
8224,Moudouken Quill no Isshou,5.43
8225,Kokoroya,6.8
8226,Iwata Kunchi no Obaachan,5.67
8227,Seitokai Yakuindomo* OVA,7.96
8228,Paper Cranes Story: Kenta to Maiko,6.7
8229,Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,6.58
8230,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,6.76
8231,Kie Saranu Kizuato: Hi no Umi Osaka,6.83
8232,Hato yo: Hiroshima no Sora wo,8
8233,Okori Jizou,7.5
8234,Okaachan Gomen ne,9.2
8235,Nagasaki no Kouma,6.71
8236,Tobiuo no Boy wa Byouki Desu,6.6
8237,Shounen H ga Mita Sensou,5.71
8238,Nat-chan no Akai Tebukuro,6.8
8239,Okaasan no Ki,6
8240,Shin-chan no Sanrinsha,6.69
8241,Shinken Seminar Koukou Kouza,5.58
8242,Ganbare! Lulu Lolo 2nd Season,5
8243,Yuri Kuma Arashi,7.15
8244,Ikkitousen: Extravaganza Epoch,6.76
8245,Ai Tenshi Densetsu Wedding Peach Specials,6.41
8246,Omedetou Jesus-sama,5.5
8247,Doolie Baenang-Yeohaeng,5.08
8248,Examurai Sengoku Recap,4.48
8249,Free!: Eternal Summer – Kindan no All Hard!,8.12
8250,Niji no Kizuna,6.5
8251,Himawari no You ni,6.33
8252,Tabidachi no Hi ni,6.2
8253,Mebae no Ashita,7
8254,Shin-chan ga Naita!,6.69
8255,"Kii-chan Watashi, Umarete Kite Yokatta!",7.6
8256,"Ikitemasu, 15-sai.",6.75
8257,Kaze no Tabibito,6.5
8258,Kiniro no Kujira,5.75
8259,Kitsune no Kan Chigai,6.33
8260,Crayon no Hoshi,5
8261,Cherry Blossom,6
8262,Tenki ni Naare,6.5
8263,Inochi Kagayaku Akari,4.88
8264,Owari no Seraph,7.63
8265,Mina no Egao,6.46
8266,Mina no Mura to Kawa,5.5
8267,Mina no Mura to Mori,6.57
8268,Mina no Mura no Gomi Soudou,5.43
8269,Mina no Bousai Mura Dzukuri,5.4
8270,Nidoto Touranai Tabibito,4.75
8271,Mienu Me ni Kanjita Kumotoriyama no Asahi,7
8272,Tabi no Kisetsu,7.57
8273,Shiokari Touge,6.25
8274,Nogiku no Haka,6.56
8275,Goi-sensei to Tarou,5.67
8276,Tegami,7.25
8277,Meiji Ishin wo Tsukuriageta Hitobito,5
8278,Tenka wo Mezashita Sannin no Bushou,7
8279,Tokugawa Iemitsu to Edo Bakufu,5.25
8280,Minamoto no Yoritomo to Bushi no Yononaka,6.8
8281,Kumo no Ito (OVA),5.62
8282,Mother Teresa,6.83
8283,Gin no Rousokutate,3.8
8284,Ao no Doumon,6.05
8285,Tomoko-chan to Watashi,7
8286,Hage,6.67
8287,Boku no Diet Daisakusen,4.86
8288,Kokoro no Hanataba,7.6
8289,Haha Uzura,8.6
8290,Inori no Te,7.67
8291,Inamuranohi,6.6
8292,Donguri to Yamaneko (1995),4.43
8293,Cello Hiki no Gauche (OVA),5.71
8294,Naita Aka Oni (OVA),5.6
8295,"Yume, Sora Takaku",6.33
8296,Ichimai no Etegami,4.75
8297,Tasukeai no Rekishi: Inochi Hoken no Hajimari,5.35
8298,Yakusoku: Africa Mizu to Midori,8.29
8299,"Okaasan, Nakanaide",7.33
8300,Obake Nagaya,8.25
8301,Mimizuku to Tsuki-sama,6.29
8302,Soba no Hana Saita Hi,5.33
8303,Hitotsu no Hana,5.86
8304,Minna Ichiban!,7
8305,Kitsune to Budou,5.5
8306,Ijimekko Ookami to Nana-chan,6.67
8307,Jigoku no Soubee,6.5
8308,Kaneko Misuzu: Yasashisa no Fuukei,6
8309,Nanatsu no Hoshi,6.09
8310,Minna no Doutoku,7.6
8311,Tobidashicha dame!,5.8
8312,Hanamaru Koutsuu Anzen,6.27
8313,Kogitsune no Okurimono,5.67
8314,From Osaka with Cheer!,5.25
8315,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.51
8316,Nagato Yuki-chan no Shoushitsu,6.76
8317,Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.61
8318,Teekyuu 4,6.84
8319,Junketsu no Maria,7.24
8320,Triage X,6.41
8321,Uchuusen Sagittarius Pilot,5.83
8322,Akame ga Kill! Recap,6.89
8323,Tribe Cool Crew,7
8324,Yakata: Kannou Kitan,6.82
8325,Eigo de Asobo: Tanken Goblin Tou,6
8326,Sore Ike! Anpanman: Bokura wa Hero,6.13
8327,Sore Ike! Anpanman: Otanjoubi Series,5.81
8328,Hitoribotchi,5.2
8329,Tanuki-san Ooatari,7.29
8330,Sekai no Ouja: King Kong Taikai,6.6
8331,Under the Dog,6.4
8332,"Ore-tachi, Tomodachi!",5.56
8333,Kyuumei Senshi Nanosaver,5.5
8334,Peeping Life Movie: We Are The Hero,4.75
8335,Zou no Senaka: Tabidatsu Hi,6.32
8336,Ghost in the Shell (2015),7.59
8337,Shinkyoku no Grimoire The Animation,6.97
8338,Diabolik Lovers OVA,6.04
8339,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",6.83
8340,Mushiba Tetsudou,5.3
8341,Show By Rock!!,7.13
8342,Porong Porong Pororo 2,5.91
8343,Pororo-wa Noraehaeyo,5.5
8344,Porong Porong Pororo 3,5.59
8345,Porong Porong Pororo 4,5.7
8346,Porong Porong Pororo 5,6.14
8347,Pororo&#039;s English Show,5.64
8348,Pororo Geugjangpan Super Sseolmae Daemoheom,4.78
8349,Pororo Hanguk-e Wass-eoyo,4.77
8350,Yoligongju Loopy,5.32
8351,Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,6.15
8352,Sore Ike! Anpanman: Yuuki to Honoo to Christmas,6.45
8353,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,6.44
8354,Sore Ike! Anpanman: Kieta Jam Ojisan,6.08
8355,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,6.5
8356,Karen Senki,5.84
8357,Toaru Majutsu no Index 10th Anniversary PV,7.05
8358,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),5.43
8359,Gra-P & Rodeo,5.52
8360,Fate/kaleid liner Prisma☆Illya 2wei Herz!,7.37
8361,Pikmin Short Movies,7.13
8362,Deko Boko Friends,6.13
8363,Ajisai no Uta,5.43
8364,Mellow,5.88
8365,J League wo 100-bai Tanoshiku Miru Houhou!!,4.22
8366,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,7.24
8367,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,5.67
8368,Sore Ike! Anpanman: Keito no Shiro no Christmas,6.27
8369,Ubasuteyama,5.87
8370,Spy Gekimetsu,6.38
8371,Doubutsu Dai Yakyuu Sen,6.2
8372,Mii-chan no Tenohira,6.6
8373,47 Todoufuken,5.26
8374,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,7.56
8375,Jutaijima,6.78
8376,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,5.92
8377,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,6.19
8378,Glass no Kamen Desu ga to Z,5.9
8379,Tantei Kageki Milky Holmes TD,6.45
8380,God Eater,7.49
8381,Gekkan Shoujo Nozaki-kun Specials,7.91
8382,Ginga Tetsudou 999: Niji no Michishirube,6.41
8383,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,7.05
8384,Aldnoah.Zero 2nd Season,7.11
8385,Baby Steps 2nd Season,8.16
8386,Stratos 4 OVA: Stratos 4.1 - Dutch Roll,5.97
8387,Sasurai-kun,6.4
8388,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,5.88
8389,Oshiri Kajiri Mushi (TV) 3rd Season,5.43
8390,Heart Cocktail,6.43
8391,Saki Biyori Animation,6.79
8392,Kasumin,6.34
8393,Kasumin 2nd Season,5.89
8394,Binan Koukou Chikyuu Boueibu LOVE!,7.05
8395,Battle Spirits: Burning Soul,6.95
8396,Shounen Hollywood: Holly Stage for 50,6.66
8397,Jokei Kazoku III: Himitsu - The Anime,6.34
8398,Anisava,5.7
8399,Plastic Memories,8
8400,Sword Gai: The Animation,6.15
8401,Doamaiger D,5.28
8402,Nisekoi:,7.5
8403,Yodaka no Hoshi (Music),6.02
8404,It Girl,5.68
8405,Zhong Hua Xiao Zi,6.49
8406,Cardfight!! Vanguard G,6.8
8407,Fate/stay night: Unlimited Blade Works - Prologue,8.23
8408,Dragon Nest: Warriors&#039; Dawn,7.34
8409,Heavy Object,7.38
8410,Durarara!!x2 Ten,8.1
8411,Durarara!!x2 Ketsu,8.19
8412,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,5.61
8413,Ticonderonga no Iru Umi,8
8414,Karasu no Panya-san/Dorobou Gakkou,5.4
8415,Nemurenu Yoru no Chiisana Ohanashi,5.86
8416,Juupiki no Kaeru,6.17
8417,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,5.33
8418,Nezumi-kun no Chokki,5.57
8419,Ushiro no Seki no Ochiai-kun,5.2
8420,Ichinen Ikkumi,4.2
8421,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,6
8422,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,6.78
8423,Eromame,6.48
8424,Ana no Oku no Ii Tokoro,6.32
8425,Yama no Susume: Second Season Specials,6.86
8426,Sword Art Online II: Debriefing,6.63
8427,Tokyo Ghoul √A,7.45
8428,Gundam Build Fighters Specials,6.54
8429,Otome Hime,6.41
8430,Anime de Wakaru Shinryounaika,6.69
8431,Captain,6.19
8432,Genkichi Jiisan to Kogitsune,6.71
8433,Urawa no Usagi-chan,5.43
8434,Nano Invaders,6.64
8435,Gugure! Kokkuri-san Specials,7.33
8436,Lupin III (2015),7.96
8437,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,5.36
8438,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,5.52
8439,Steins;Gate: Soumei Eichi no Cognitive Computing,7.45
8440,Science Anime: Choudendou Monogatari,6.25
8441,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,6.4
8442,Maboroshi Mabo-chan,5.75
8443,Senran Kagura Estival Versus: Shoujo-tachi no Sentaku,6.61
8444,Hana to Alice: Satsujin Jiken,7.4
8445,Hibike! Euphonium,8.02
8446,K: Return of Kings,7.78
8447,Tetsujin 28-gou: Tanjou-hen,5.41
8448,Macross Δ,7.31
8449,Sayounara Kaba-kun,5
8450,Slippy Dandy,5.71
8451,Ishii Hisaichi no Nanda Kanda Gekijou,7.44
8452,Tsuru no Sugomori,7.17
8453,Tsukimonogatari,8.19
8454,Kitsune no Home Run Ou,5.2
8455,Baguda-jou no Touzoku,5.3
8456,Kogane no Hana,5.03
8457,Kokoro no Chikara,5.2
8458,Numa no Taishou,5.13
8459,Kaeru San Yuushi,4.93
8460,Kumo no Ito,5.52
8461,Yuki no Yoru no Yume,5.35
8462,Dangobei Torimonochou: Hirake - Goma no Maki,5.32
8463,Sword Art Online II: Sword Art Offline II,6.75
8464,Kyouryoku Boukuusen,4.99
8465,Shigatsu wa Kimi no Uso: Moments,7.8
8466,Itsumo Kokoro ni Taiyou wo!,5.33
8467,Papa Mama Bye Bye,5.5
8468,"Go! Go! 575: Meippai ni, Hajiketeru?",5.66
8469,Wonder (Movie),6.26
8470,Ehon Yose,5.09
8471,Oyo Neko Bunyan,5.78
8472,Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,5.43
8473,Hana wa Saku: Touhoku ni Saku,6.09
8474,Little Twins,5.8
8475,Little Twins: Bokura no Natsu ga Tondeiku,6.33
8476,Obatalian,5.08
8477,Gegege no Kitarou: Youkai Japan Rally 3D,4.31
8478,Shirobako Specials,6.95
8479,Kuzuryuugawa to Shounen,7.13
8480,Kaitou Gary no Nihonjin Kouryakuhou!,5
8481,Ooi! Adacchii!,5.78
8482,Onigara,5.75
8483,Echigo no Mukashibanashi: Attaten Ganoo,4.29
8484,Kuma no Minakuro to Kouhei Jiisan,6.4
8485,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.83
8486,Ochou Fujin no Gensou,5.47
8487,Johnny Cypher,7.08
8488,Nihon Animator Mihonichi,7.49
8489,Kujakuou: Sengoku Tensei,5.19
8490,Yoru no Yatterman,6.57
8491,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,7.3
8492,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5.97
8493,Shokugeki no Souma,8.55
8494,Miss Monochrome: The Animation - Manager,6.32
8495,Oniku Daisuki! Zeushi-kun 2nd Season,5.13
8496,Ofuro no Kazoe Uta,4.98
8497,Fastening Days,6.53
8498,Ketsuekigata-kun! 2,6.64
8499,Harmony,7.1
8500,Saint Seiya: Soul of Gold,7.21
8501,Etotama,6.97
8502,Death Parade,8.27
8503,White Album 2 Picture Drama,6.05
8504,Indie Anibox: Selma Danbaekjil Coffee,6
8505,MapleStory Special,5.77
8506,Ahiru Rikusentai,5.28
8507,Pankis! 2-jigen,5.95
8508,Arslan Senki (TV),7.82
8509,Ulibyeol Ilhowa Eollugso,6.02
8510,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,7.07
8511,Honto ni Atta Gakkou Kaidan,6.31
8512,Sengoku Musou,6.65
8513,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.53
