animeID,name,scored
2607,Kaibutsu-kun,6.74
2608,Kaibutsu-kun (1980),6.69
2609,Ashita Tenki ni Naare,6.32
2610,Boukensha: The Man Was from Spain,6.33
2611,Dragon&#039;s Heaven,6.1
2612,Ochamegami Monogatari: Korokoro Pollon,7.11
2613,Tsurikichi Sanpei,7.15
2614,Solty Rei Special,7.16
2615,Ryoujoku no Machi: Kyouen no Ceremony,5.63
2616,GR: Giant Robo,6.76
2617,Me gumi no Daigo: Kajiba no Baka Yarou,6.47
2618,Genei Toushi Bastof Lemon,6.22
2619,Down Load: Namu Amida Butsu wa Ai no Uta,5.86
2620,Kagaku Ninja-tai Gatchaman (Movie),6.33
2621,Gatchaman,6.53
2622,Kingyo Chuuihou! (Movie),6.22
2623,Guardian Hearts-Power UP!,6.01
2624,The Kabocha Wine,6.86
2625,Houkago Mania Club: Koi no Hoshii no,5.36
2626,Makiba no Shoujo Katri,6.92
2627,Ichigo Ichie: Koibana Tomobana,6.81
2628,Hidamari Sketch Specials,7.57
2629,Ayakashi,6.45
2630,Eve no Jikan,8.19
2631,Ryoujoku Hitozuma Onsen,6.64
2632,Sola Specials,7.02
2633,Kaitei Choutokkyuu: Marine Express,6.21
2634,Nessa no Haou Gandalla,6.03
2635,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,6.01
2636,Manga Aesop Monogatari (TV),6.56
2637,Massugu ni Ikou. 2nd Season,6.81
2638,MAPS: Densetsu no Samayoeru Seijin-tachi,6.07
2639,Fortune Quest L,6.56
2640,Sekai Meisaku Douwa: Hakuchou no Mizuumi,7.24
2641,Guitar wo Motta Shounen: Kikaider vs. Inazuman,6.61
2642,Tobira wo Akete,5.84
2643,Asobot Senki Gokuu,6.83
2644,Ningyohime Marina no Bouken,6.46
2645,Wakakusa no Charlotte,6.9
2646,Nanatsu no Umi no Tico,7.66
2647,Pure-tou no Nakama-tachi,6.4
2648,Daisuki! Hello Kitty,6.44
2649,Chibi Maruko-chan Movie,7.32
2650,Cream Lemon: Lemon Angel,5.76
2651,Ikoku Irokoi Romantan,7.2
2652,Otenki Oneesan,5.6
2653,Ganbare Genki,7.55
2654,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,6.19
2655,Fuyu no Hi,6.21
2656,Gensoumaden Saiyuuki OVA,7.25
2657,Gakuen Utopia Manabi Straight! Special,7.18
2658,Kanashimi no Belladonna,7.19
2659,Shakugan no Shana Movie Special,7.22
2660,Kiddy Grade: Maelstrom,7.25
2661,Minami-ke Okawari,7.4
2662,Major S4,8.32
2663,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,6.96
2664,Zoku Sayonara Zetsubou Sensei,7.99
2665,Kimi ga Aruji de Shitsuji ga Ore de,7.29
2666,Druaga no Tou: The Aegis of Uruk,7.29
2667,Gunslinger Girl: Il Teatrino,7.25
2668,Bannou Bunka Neko-Musume Specials,6.62
2669,Magma Taishi,5.87
2670,Cream Lemon,6.43
2671,Elec-king The Animation,6.06
2672,Kindaichi Shounen no Jikenbo Specials,7.36
2673,Love Hina Final Selection,7.28
2674,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,6.94
2675,Daishikkin Helena,5.95
2676,Super Teukgeup Mazinger 7,4.94
2677,Luv Wave,6.09
2678,Soukou Kihei Votoms: Pailsen Files,7.4
2679,Lily C.A.T.,6.06
2680,Lemon Angel (1988),5.83
2681,Lemon Angel (1988/II),5.8
2682,Princess Tutu Recaps,6.82
2683,Ai Yori Aoshi: Enishi - Miyuki,7.02
2684,Kingdom of Chaos: Born to Kill,5.7
2685,Mai-Otome 0: S.ifr,7.47
2686,Kinnikuman,7.34
2687,Kinnikuman (Movie),6.52
2688,Kinnikuman: Ooabare! Seigi Choujin,6.41
2689,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,6.35
2690,Kinnikuman: Haresugata! Seigi Choujin,6.27
2691,Kinnikuman: New York Kiki Ippatsu!,6.34
2692,Kinnikuman: Seigi Choujin vs. Senshi Choujin,6.33
2693,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,6.54
2694,Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.99
2695,Himitsu no Akko-chan,6.47
2696,Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,6.79
2697,Tenkuu Danzai Skelter+Heaven,1.9
2698,Gundam Evolve,6.83
2699,Vampiyan Kids,6.3
2700,Potemayo Specials,7.41
2701,Yatterman,6.67
2702,Aria The Origination,8.59
2703,Hatenkou Yuugi,7.25
2704,H2O: Footprints in the Sand,7.19
2705,Romance wa Tsurugi no Kagayaki II,6.28
2706,Septem Charm Magical Kanan,6.12
2707,Megachu!,6.64
2708,Momiji,6.32
2709,Muteki Koujin Daitarn 3,7.18
2710,Moke Moke Taishou Dendo Musume Arisa,6.15
2711,Heartwork: Symphony of Destruction,6.32
2712,Mozu no Nie,5.3
2713,Montana Jones,7.03
2714,Kikou Keisatsu Metal Jack,6.29
2715,Uchuusen Sagittarius,6.92
2716,Kimi ga Nozomu Eien: Next Season,7.02
2717,Harbor Light Monogatari: Fashion Lala yori,5.41
2718,Discode: Ijou Seiai,6.38
2719,School Days: Magical Heart Kokoro-chan,5.78
2720,Izumo (2003),6.22
2721,Stop!! Hibari-kun!,7.17
2722,Haikara-san ga Tooru,7.37
2723,Mezame no Hakobune,6.09
2724,Mikan Enikki,7.29
2725,Kiddy GiRL-AND,6.94
2726,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,7.45
2727,Fortune Dogs,6.56
2728,Mahoutsukai Sally,6.46
2729,Kure-nai,7.46
2730,UFO Senshi Dai Apolon,6.29
2731,RD Sennou Chousashitsu,7.19
2732,Persona: Trinity Soul,6.7
2733,Furusato Japan,6.91
2734,Natural: Another,6.09
2735,Ginga Eiyuu Densetsu Gaiden,8.17
2736,RGB Adventure,4.92
2737,Kirepapa.,6.94
2738,Tres Marias: Sannin no Sei Shojo,5.56
2739,Leatherman,5.98
2740,Mikagura Tanteidan,5.97
2741,Korashime,6.03
2742,Orchid★Emblem,5.58
2743,Mi-da-ra,5.79
2744,Dorei Ichiba,6.34
2745,Majokko Megu-chan,6.72
2746,Bus Gamer,6.62
2747,Maicching Machiko-sensei,6.51
2748,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,7.56
2749,Dark,5.58
2750,Kimagure Orange☆Road: Shounen Jump Special,6.71
2751,Gloria: Kindan no Ketsuzoku,5.51
2752,Shin Hurricane Polymar,5.99
2753,Rokushin Gattai GodMars,6.53
2754,Aru Tabibito no Nikki Specials,6.48
2755,The Guts!,6.41
2756,Blassreiter,7.03
2757,Sky Girls Specials,6.61
2758,Haitoku no Shoujo,5.86
2759,Hula Kappa,5.76
2760,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.48
2761,Jungle no Ouja Taa-chan,7.27
2762,Sumomomo Momomo: Chijou Saikyou no Yome Specials,7.04
2763,Shigofumi,7.57
2764,Donburi Kazoku,5.97
2765,Porphy no Nagai Tabi,7.13
2766,Meiken Lassie,6.86
2767,Oni-Tensei,6.33
2768,Injuu vs. Onna Spy,5.6
2769,Blame! Special,5.47
2770,Blame! Prologue,5.66
2771,Go-Q-Choji Ikkiman,6.6
2772,Hey! Bumboo,6.14
2773,Joou Heika no Petite Angie,6.51
2774,Meme Iroiro Yume no Tabi,6.51
2775,Mister Ajikko,7.24
2776,Moero! Top Striker,6.77
2777,Darcrows,5.8
2778,Ninpou Midare Karakuri,6.19
2779,The☆Ultraman,6.51
2780,Biohazard: Degeneration,7.15
2781,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,7.09
2782,Mad★Bull 34,6.35
2783,Kamichu! Specials,7.57
2784,Space Oz no Bouken,6.31
2785,Onna Kyoushi,6.19
2786,Kowaremono,5.81
2787,To LOVE-Ru,7.26
2788,Candy☆Boy: Side Story For Archive,6.97
2789,Vampire Knight,7.31
2790,Gensou Jotan Ellcia,6.01
2791,Minky Momo in Yume ni Kakeru Hashi,7.12
2792,A.LI.CE,5.22
2793,Kemeko Deluxe!,6.69
2794,Nagasaki 1945: Angelus no Kane,6.29
2795,Kino no Tabi: The Beautiful World - Tou no Kuni,7.67
2796,Nogizaka Haruka no Himitsu,7.31
2797,Maria-sama ga Miteru Specials,7.51
2798,Maria-sama ga Miteru: Haru Specials,7.47
2799,Special A,7.72
2800,Tenrankai no E,6.4
2801,Souseiki,5.66
2802,Push,6.4
2803,Muramasa,6.3
2804,Mrs. Junkie,6.82
2805,Taimanin Asagi,7.04
2806,Nayuta,5.83
2807,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,6.65
2808,Madonna,6.36
2809,Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,7.08
2810,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,6.96
2811,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,7.32
2812,Yuusha Tokkyuu Might Gaine,7.05
2813,Genji Monogatari,6.65
2814,Rayca,4.84
2815,Ougon no Hou: El Cantare no Rekishikan,5.29
2816,Steady x Study,5.36
2817,Shin Onimusha: Dawn of Dreams the Story,5.97
2818,DinoZone,5.77
2819,"Yume Miru, Anime: on-chan",7
2820,Wellber no Monogatari: Sisters of Wellber Zwei,6.94
2821,Kanokon,6.65
2822,Connected,6.13
2823,Genius Party,7.34
2824,Riki-Oh: Toukatsu Jigoku,6.1
2825,Tenshi Nanka ja Nai,6.3
2826,Tanjou: Debut,5.09
2827,Saint Seiya: Meiou Hades Elysion-hen,7.75
2828,Hal & Bons,5.19
2829,New Hal & Bons,5.31
2830,Ginga no Uo Ursa Minor Blue,6.31
2831,Garakuta-doori no Stain,6.89
2832,Choujin Locke,6.56
2833,Extra,6.01
2834,Mahou Shoujo Meruru,5.71
2835,Lesbian Byoutou,5.47
2836,Kowaremono II,5.92
2837,Virtuacall 2,5.33
2838,Shinjin Tour Conductor,5.48
2839,Shino-sensei no Yuuwaku Jugyou,6.06
2840,Gakuentoshi Varanoir Joukan,4.15
2841,Seijuuden: Twin Dolls,5.74
2842,Neko Ramen,6.43
2843,Youshou,5.38
2844,Dorei Kaigo,6.24
2845,Utsukushiki Emono-tachi no Gakuen,5.53
2846,Henbou Moral Hazard,4.67
2847,Kouin Tenshi: Haitoku no Lycéenne,4.82
2848,Mechiku,5.16
2849,Kiss yori...,5.93
2850,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),7.78
2851,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,6.76
2852,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,6.98
2853,Allison to Lillia,7.39
2854,Midori no Makibao,6.62
2855,Dragon Rider,5.73
2856,Reyon Densetsu Flair,5.28
2857,Soukan Rensa,5.78
2858,Shoujo Auction,6.08
2859,Doukyuusei (OVA): Natsu no Owari ni,5.73
2860,Stringendo: Angel-tachi no Private Lesson,7.55
2861,Karen,5.94
2862,Dennou Boukenki Webdiver,7.12
2863,Chu^2,5.08
2864,Momone,5.26
2865,Pianist,5.1
2866,U-Jin Brand,5.56
2867,Hika Ryoujoku: Wana ni Hamatta Futari,5.34
2868,Renzu: Futari no Kyori,5.41
2869,Ganbarist! Shun,7.36
2870,Injuu Seisen: Twin Angels,5.87
2871,Yadosagashi,6.62
2872,Mach GoGoGo (1997),6.39
2873,Macross F,7.98
2874,Moegaku★5,5.82
2875,Switch,7.06
2876,Sugai-kun to Kazoku Ishi The Movie,6.06
2877,Kodai Ouja Kyouryuu King,6.11
2878,Kyouran Kazoku Nikki,7.33
2879,Daraku: Onna Kyoushi Hakai,6.19
2880,Getter Robo,6.99
2881,Ijoku,5.74
2882,Requiem,5.3
2883,Mashou no Kao,6.2
2884,Endless Serenade,5.66
2885,Injuu Nerawareta Idol,4.85
2886,Isaku,5.73
2887,Isaku: Respect,5.68
2888,Soul Eater,8.03
2889,Utawarerumono OVA,7.28
2890,Tears to Tiara,7.28
2891,Kujakuou,6.08
2892,Lightning Trap: Leina & Laika,5.35
2893,Fantasia,5.54
2894,Shin Kujakuou,6.14
2895,Sengoku Kitan Youtouden,6.08
2896,Ginga Tetsudou 999: Eternal Fantasy,6.76
2897,JoJo no Kimyou na Bouken: Phantom Blood,7.8
2898,Hidamari Sketch x 365,7.87
2899,Princess Army: Wedding★Combat,5.38
2900,Kikou Kantai Dairugger XV,6.55
2901,Toshokan Sensou,7.56
2902,Yakushiji Ryouko no Kaiki Jikenbo,7.16
2903,Neo Angelique Abyss,6.97
2904,Kamen no Maid Guy,7.11
2905,Moyashimon: Kin Gekijou Deluxe,6.83
2906,Nanako SOS,6.39
2907,Blue Seed Omake,7.04
2908,Ikusa Otome Suvia,6.59
2909,Seimei no Kagaku: Micro Patrol,7.25
2910,Battle Royal High School,5.7
2911,Mobile Suit Gundam Wing: Operation Meteor,7.61
2912,D.C.II S.S.: Da Capo II Second Season,7.33
2913,Ingoku Byoutou,5.95
2914,Miracle Shoujo Limit-chan,5.91
2915,Aoi Blink,6.89
2916,Angel,5.44
2917,Advancer Tina,5.06
2918,Warau Kangofu The Animation,6.82
2919,Bouken Yuuki Pluster World,6.19
2920,Kaiketsu Zorori (TV),7.15
2921,Princess Road: Bara to Dokuro no Monshou,5.42
2922,Monkey Punch no Sekai: Alice,5.62
2923,Naisho no Tsubomi,6.68
2924,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,6.15
2925,Mahou no Rouge Lipstick,5.33
2926,Uchiyama Aki,5.73
2927,Yunyun☆Paradise,5.75
2928,Glass no Usagi,6.8
2929,Shownoid Mako-chan,5.55
2930,Bishoujo Comic Lolicon Angel: Mitsu no Aji,5.7
2931,Higurashi no Naku Koro ni Rei,7.53
2932,Kurogane no Linebarrels,7.04
2933,Macademi Wasshoi!,7.05
2934,Nabari no Ou,7.4
2935,Monochrome Factor,7.1
2936,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,6.71
2937,Mahou no Idol Pastel Yumi,6.39
2938,Joker: Marginal City,5.53
2939,Ginga Eiyuu Densetsu Gaiden (1999),8.07
2940,Strike Witches,7.11
2941,Telepathy Shoujo Ran,6.69
2942,Duel Masters Movie 1: Yami no Shiro no Maryuuou,5.96
2943,Kikou Souseiki Mospeada,7.21
2944,"Genesis Climber Mospeada: Love, Live, Alive",6.34
2945,Tottemo! Luckyman,6.84
2946,Nijuu Mensou no Musume,7.62
2947,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.5
2948,Andromeda Stories,5.98
2949,Machine Robo: Cronos no Dai Gyakushuu,6.46
2950,Renketsu Houshiki,6.81
2951,Ai no Katachi: Ecchi na Onnanoko wa Kirai... Desu ka?,6.32
2952,Tokyo Requiem,5.85
2953,Kabatotto,6.43
2954,Dimension Loop,5.67
2955,4-Day Weekend,5.8
2956,Tokimeki Memorial: Only Love Specials,6.75
2957,Hatsumei Boy Kanipan,6.8
2958,Chou Hatsumei Boy Kanipan,6.89
2959,Watashi to Watashi: Futari no Lotte,6.94
2960,Yes! Precure 5 GoGo!,7.28
2961,Spectral Force Chronicle Divergence,4.93
2962,Zenryoku Usagi,6.43
2963,Flashback Game,5.46
2964,Seikoujo: Haitoku no Biden Dorei,6.02
2965,Soukou Kijo Iris,6.73
2966,Hakaba Kitarou,6.99
2967,After... The Animation,5.83
2968,Jigoku Shoujo Mitsuganae,7.75
2969,Jack to Mame no Ki,6.64
2970,Koala Boy Kokki,6.27
2971,True Blue: Gaiden,5.87
2972,Itazura na Kiss,7.7
2973,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,7.15
2974,Ryuuseiki Gakusaver,6.6
2975,Parappa the Rapper,5.93
2976,Usavich,7.09
2977,Usavich II,7.23
2978,Murder,5.58
2979,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.47
2980,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,7.11
2981,Inyouchuu The Animation,6.51
2982,Maria-sama ga Miteru 4th,7.92
2983,Sekai Meisaku Douwa: Mori wa Ikiteiru,7.01
2984,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,7.11
2985,Tongari Boushi no Memole,7.04
2986,Sekai Meisaku Douwa: Oyayubi Hime,6.32
2987,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,6.49
2988,Panda no Daibouken,6.47
2989,School Days: Valentine Days,6.08
2990,Grimm Douwa: Kin no Tori,6.99
2991,Wanwan Sanjuushi,6.76
2992,The Borgman: Last Battle,6.12
2993,Chouon Senshi Borgman: Lovers Rain,5.94
2994,Pygmalio,6.87
2995,"Nee, Chanto Shiyou Yo!",7.13
2996,Go! Go! Itsutsugo Land,6.59
2997,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7.95
2998,Evangelion: 2.0 You Can (Not) Advance,8.44
2999,Evangelion: 3.0+1.0,0
3000,The Choujo,6.13
3001,Air Gear Special,7.4
3002,Speed,5.22
3003,Arrow Emblem Grand Prix no Taka,6.58
3004,Yami no Teio: Kyuuketsuki Dracula,4.11
3005,Honoo no Alpenrose: Judy & Randy,6.97
3006,Futari Daka,6.19
3007,Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.5
3008,Hoshi no Oujisama Petit Prince,6.95
3009,Yume no Hoshi no Button Nose,6.57
3010,Idol Fight Suchie-Pai 2,4.28
3011,Space Travelers The Animation,5.44
3012,Sasurai no Taiyou,6.31
3013,Space Station No.9,5.87
3014,Portable Kuukou,5.73
3015,Sougen no Shoujo Laura,6.45
3016,Little Lulu to Chicchai Nakama,6.59
3017,Zero no Mono,5.49
3018,Ore wa Teppei,6.83
3019,Rebirth Moon Divergence,4.22
3020,Issunboushi (OVA),6.13
3021,Hoshi no Ko Chobin,6.25
3022,Ai no Gakkou Cuore Monogatari,6.79
3023,Meiken Jolie,6.81
3024,Mashin Eiyuuden Wataru,7.08
3025,Himitsu no Akko-chan 2,6.35
3026,Himitsu no Akko-chan 3,6.32
3027,Crystal Blaze,6.2
3028,Chi&#039;s Sweet Home,7.79
3029,Doubutsu Takarajima,6.6
3030,Ali Baba to 40-hiki no Touzoku,5.78
3031,Apache Yakyuugun,6.08
3032,Mahoutsukai Chappy,6.14
3033,Microid S,6.03
3034,Sekai Meisaku Douwa: Hakuchou no Ouji,6.89
3035,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",7.61
3036,The SoulTaker: Tamashii-gari - Komugi Daisakusen,5.98
3037,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,6.74
3038,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,6.95
3039,Konchuu Monogatari Minashigo Hutch,6.42
3040,Top Secret: The Revelation,7.38
3041,Shaman King Specials,7.37
3042,Sweet Valerian Specials,5.84
3043,Souten no Ken Specials,6.43
3044,Kuro ga Ita Natsu,6.55
3045,Versailles no Bara: Seimei Aru Kagiri Aishite,7.2
3046,Sakura Momoko Gekijou: Coji-Coji,6.6
3047,Kick no Oni,6.73
3048,Honey Honey no Suteki na Bouken,6.57
3049,Ashita e Free Kick,6.65
3050,Mahoutsukai Sally 2,6.46
3051,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.48
3052,Sasurai no Shoujo Nell,6.29
3053,Mahou Shoujo Lalabel,6.55
3054,Paris no Isabelle,6.22
3055,Makyou Densetsu Acrobunch,6.35
3056,Majokko Tickle,6.32
3057,Seijuuki Cyguard,5.32
3058,YU-NO,5.25
3059,Maze☆Bakunetsu Jikuu: Hot Springs,6.38
3060,Sugar Bunnies,6.38
3061,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,5.73
3062,Ookiku Furikabutte Special,7.33
3063,Toumei Ningen (OVA),6.7
3064,Junk Boy,6.1
3065,Sei Shoujo Sentai Lakers EX,5.03
3066,Pikkoman no Kichikumichi: Mayonaka no Milk Party,5.26
3067,Inbo,6.11
3068,Mazinger Z tai Devilman,6.19
3069,Ougon Bat,6.53
3070,Baccano! Specials,8.24
3071,Spotlight,5.58
3072,Wanpaku Ouji no Orochi Taiji,6.38
3073,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,6.33
3074,Ginga Sengoku Gunyuuden Rai,8.08
3075,Injuu Kyoushi,5.71
3076,Bikkuriman,6.47
3077,Kyuukyoku no Sex Adventure Kamasutra,4.98
3078,Shuukaku no Yoru,6.11
3079,Rejuvenation,5.43
3080,Onikirimaru,6.33
3081,1001 Nights,6.34
3082,Time Bokan,6.63
3083,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,6.36
3084,Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,6.54
3085,Resort Boin,7.37
3086,Shimaizuma: Shimaizuma 3 The Animation,6.89
3087,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,5.78
3088,Kamyla,5.8
3089,Reiju Gakuen,5.75
3090,Kamen Rider Den-O: Imagin Anime,6.72
3091,Mobile Suit Gundam 00 Second Season,8.18
3092,Ugokie Kori no Tatehiki,5.64
3093,Issunboushi no Shusse,4.64
3094,Initial D Battle Stage 2,7.74
3095,Magnerobo Ga-Keen,6.41
3096,Karakuri Kiden: Hiwou Senki,6.67
3097,Personal Computer Travel Tanteidan,6.21
3098,Takoyaki Mant-Man,6.69
3099,Kafun Shoujo Chuuihou! The Animation,7.21
3100,Oshiete Re: Maid,6.74
3101,Rensa Byoutou,6.99
3102,Binetsu Shoukougun,5.51
3103,Dokidoki Oyako Lesson: Oshiete H na Obenkyou,6.71
3104,Kakyuusei 2: Sketchbook,6.1
3105,Jarinko Chie,7.22
3106,Jarinko Chie (TV),6.71
3107,Mahou Sensei Negima! Introduction Film,6.84
3108,Shimai Ijiri,5.89
3109,Blue Seed 1.5,6.67
3110,DNA Hunter,5.62
3111,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,6.83
3112,Shakugan no Shana II (Second) Specials,7.3
3113,Kannagi,7.39
3114,Armored Core: Fort Tower Song,4.8
3115,Turn A Gundam I Movie: Earth Light,6.66
3116,Turn A Gundam II Movie: Moonlight Butterfly,6.79
3117,Nodame Cantabile Special,7.46
3118,Dragoon,5.83
3119,Yu☆Gi☆Oh! 5D&#039;s,7.51
3120,Ikuze! Gen-san,6.14
3121,Tetsuwan Birdy Decode,7.52
3122,Uchi no 3 Shimai,6.68
3123,Mamahaha,5.69
3124,Shokuzai no Kyoushitsu,5.36
3125,Kairaku Satsujin Chousakan Kouji,5.83
3126,Mujintou Monogatari X,5.53
3127,Suna no Bara: Yuki no Mokushiroku,6.29
3128,Kumo to Tulip,5.78
3129,Mahou Shoujo-tai Arusu the Adventure,6.86
3130,Himekishi Lilia,6.95
3131,Tokubetsu Byoutou,6.53
3132,Tokumu Sousakan Rei & Fuko,6.33
3133,Dorei Maid Princess,6.63
3134,Canary wa Kago no Naka,6.17
3135,Dream Hunter Rem,6.16
3136,Inda no Himekishi Janne,6.46
3137,Heisa Byoutou,6.08
3138,Arai Men to YuYu The Animation,6.86
3139,First Squad,5.93
3140,Choujin Locke: Lord Leon,6.26
3141,School Rumble San Gakki,7.37
3142,Seiyou Kottou Yougashiten: Antique,7.14
3143,Kitty&#039;s Paradise,6.39
3144,Sanrio Anime Sekai Meisaku Gekijou,6.33
3145,Asobou! Hello Kitty,6.35
3146,Pokemon Diamond & Pearl: Giratina to Sora no Hanataba Sheimi,7.07
3147,Makai Tenshi Djibril: Episode 2,6.66
3148,Slayers Revolution,7.35
3149,Sakigake!! Otokojuku Movie,6.82
3150,The iDOLM@STER Live For You!,6.29
3151,Sailor Senshi Venus♥Five,5.48
3152,Cowboy Bebop: Yose Atsume Blues,7.51
3153,Zettai Karen Children,7.43
3154,Golgo 13 (TV),7.59
3155,Youkai Ningen Bem,6.15
3156,Mafukiden: Pandarian,6.27
3157,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.78
3158,Net Ghost Pipopa,6.93
3159,Medarot Damashii,6.74
3160,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,8.11
3161,Norimono Oukoku BuBu ChaCha,6.89
3162,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.25
3163,Inyouchuu Shoku: Ryoushokutou Taimaroku,6.48
3164,Makyou Gaiden Le Deus,5.7
3165,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",8.1
3166,Grimm Masterpiece Theater,7.56
3167,Grimm Masterpiece Theater II,7.49
3168,Musashi no Ken,7.35
3169,Sekirei,7.32
3170,Tytania,6.88
3171,Shin Megami Tensei Devil Children,6.49
3172,Shin Megami Tensei Devil Children: Light & Dark,6.46
3173,Black Jack: Dr. Pinoko no Mori no Bouken,6.38
3174,Black Jack (TV): Hizouban Specials,7.24
3175,Kyouryuu Daisensou Aizenborg,6.92
3176,"Arano no Sakebi Koe: Hoero, Buck",6.82
3177,Super Robot Taisen OG: Divine Wars Special,6.89
3178,Kyou no 5 no 2 Kagai Jugyou: Mizukake,7.03
3179,Kyou kara Maou! 3rd Series,7.93
3180,Natsume Yuujinchou,8.39
3181,Kaibutsu Oujo: Konsui Oujo,7.09
3182,Wonder Beat Scramble,6.8
3183,Inma Youjo,6.13
3184,Yonimo Osoroshii Grimm Douwa,6.28
3185,Muka Muka Paradise,6.95
3186,Michiko to Hatchin,7.88
3187,Wonder 3,6.6
3188,Kagami no Genon,6.02
3189,Batman: Gotham Knight,7.08
3190,Chuumon no Ooi Ryouriten (1991),6.3
3191,Mizu no Tane,5.5
3192,Nanmu Ichibyousokusai,5.92
3193,Urarochi Diamond,5.54
3194,Appaga Piryohae,6.38
3195,Wan Wan Celepoo Soreyuke! Tetsunoshin,6.7
3196,Oval x Over,5.71
3197,Mini Moni the TV,5.72
3198,Trigun: Badlands Rumble,8.05
3199,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.22
3200,Mouse and His Child,6.52
3201,Mahou no Mako-chan,6.4
3202,Onegai My Melody: Kuru Kuru Shuffle!,7.34
3203,Juushin Liger,6.69
3204,Meimon! Daisan Yakyuubu,6.71
3205,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,6.91
3206,Mahou no Tenshi Creamy Mami: Lovely Serenade,5.95
3207,Shion,6.66
3208,Mahou no Tenshi Creamy Mami: Curtain Call,6.07
3209,Petit Eva: Evangelion@School,5.91
3210,Twin Bee Paradise,6.56
3211,Wakakusa no Yon Shimai,6.61
3212,"Naruto Shippuuden: Shippuu! ""Konoha Gakuen"" Den",7.26
3213,Penguin Musume♥Heart,6.82
3214,Chiisana Pengin: Lolo no Bouken,7.47
3215,Gang-aji Ttong,5.83
3216,Body Jack: Tanoshii Yutai Ridatsu,5.45
3217,Cosmos Pink Shock,5.65
3218,Blade of the Immortal,6.9
3219,Time Bokan Series: Yattodetaman,6.54
3220,One Piece Film: Strong World,8.33
3221,Ichigo Mashimaro Episode 0,7.17
3222,Pero Pero Candy,5.06
3223,Dore Dore no Uta,5.94
3224,Kojin Jugyou,5.45
3225,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,7.21
3226,Seto no Hanayome OVA,7.99
3227,Kounai Shasei,6.16
3228,To Heart 2 AD,6.98
3229,Shigofumi Picture Drama,6.68
3230,Wanna-Be&#039;s,5.19
3231,Bounen no Xamdou,7.77
3232,Dream Hazard: Akuma no Program,4.57
3233,Clannad: After Story,9.01
3234,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,7.63
3235,Uchuu Taitei God Sigma,6.61
3236,Chrome Shelled Regios,7.51
3237,Megumi,6.07
